name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,product:brand,product:warranty,product:eanCode,product:quote,product:quoteOwner,product:boardCategory,product:terrain,product:camberProfile,product:profile,product:baseProfile,product:rider,product:taperProfile,product:bindingSize,product:bindingMount,product:edges,product:sidewall,product:core,product:layup1,product:layup2,product:layup3,product:boardbase,variant:descriptionTab1Label,variant:descriptionTab1Visible,variant:descriptionTab1Content,variant:shortdescription,variant:optionTab1Label,variant:optionTab1Visible,variant:optionTab1Bar1Name,variant:optionTab1Bar1Visible,variant:optionTab1Bar1Min,variant:optionTab1Bar1Max,variant:optionTab1Bar1MinLabel,variant:optionTab1Bar1MaxLabel,variant:optionTab1Bar1Rating,variant:optionTab1Bar2Name,variant:optionTab1Bar2Visible,variant:optionTab1Bar2Min,variant:optionTab1Bar2Max,variant:optionTab1Bar2MinLabel,variant:optionTab1Bar2MaxLabel,variant:optionTab1Bar2Rating,variant:optionTab2Label,variant:optionTab2Visible,variant:optionTab2Bar1Name,variant:optionTab2Bar1Visible,variant:optionTab2Bar1MinLabel,variant:optionTab2Bar1MaxLabel,variant:optionTab2Bar1Rating,variant:optionTab2Bar2Name,variant:optionTab2Bar2Visible,variant:optionTab2Bar2MinLabel,variant:optionTab2Bar2MaxLabel,variant:optionTab2Bar2Rating,variant:optionTab2Bar3Name,variant:optionTab2Bar3Visible,variant:optionTab2Bar3MinLabel,variant:optionTab2Bar3MaxLabel,variant:optionTab2Bar3Rating,variant:noseWidth,variant:waistWidth,variant:tailWidth,variant:taper,variant:boardWidth,variant:bootLengthMax,variant:effectiveEdge,variant:averageSidecutRadius,variant:setback,variant:stanceMin,variant:stanceMax,variant:weightKg,variant:bindingSizeVariant,variant:riderLengthMin,variant:riderLengthMax,variant:riderWeightMin,variant:riderWeightMax,variant:frontPhoto,variant:backPhoto
,,,,,,154,SN-BRD-Bataleon-surfer-154-uni-2425,999.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,40.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,30.0,322.0,259.0,291.0,3.1000000000000014,"ultra wide(+27,5cm)",30.9,1233.0,"7,74",,490.0,610.0,,,,,,,bataleon/surfer/bataleon-surfer-2425-top.png,bataleon/surfer/bataleon-surfer-2425-base.png
,,,,,,159,SN-BRD-Bataleon-surfer-159-uni-2425,999.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,40.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,329.0,264.0,298.0,3.099999999999998,"ultra wide(+27,5cm)",31.4,1276.0,"7,89",,520.0,640.0,,Large,,,,,bataleon/surfer/bataleon-surfer-2425-top.png,bataleon/surfer/bataleon-surfer-2425-base.png
,,,,,,162,SN-BRD-Bataleon-surfer-162-uni-2425,999.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,40.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,30.0,334.0,267.0,303.0,3.099999999999998,"ultra wide(+27,5cm)",31.7,1301.0,"7,98",,530.0,650.0,,,,,,,bataleon/surfer/bataleon-surfer-2425-top.png,bataleon/surfer/bataleon-surfer-2425-base.png
D1 series,dupraz-snowboard-d1series,,|dupraz/d1 series/dupraz-d1series-2425-detail1.png|dupraz/d1 series/dupraz-d1series-2425-detail2.png|dupraz/d1 series/dupraz-d1series-2425-detail3.png|dupraz/d1 series/dupraz-d1series-2425-detail4.png|dupraz/d1 series/dupraz-d1series-2425-detail5.png|dupraz/d1 series/dupraz-d1series-2425-profile1.png|dupraz/d1 series/dupraz-d1series-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Dupraz|Board type:snowboard|terrain:powder|Board length(cm):193|Boardwidth:ultra wide(+27,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:Expert|Rider length-max(cm):195+|Riderweight-max(kg):95+|boot length-max(cm):33|Bindingsize:Med-large|Bindingmount:4x2|Warranty(yr):2",length(cm),193,SN-BRD-Dupraz-d1series-193-uni-2425,880.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-193-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-193-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-193-uni-2425-detail2-variant.png,,Dupraz,2,,,,snowboard,powder,camber rocker,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,,Tri-axial glass,Tri-axial glass,Tri-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,100,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,33.0,28.0,28.0,5.0,"ultra wide(+27,5cm)",33.0,131.0,"10,5",,54.0,70.0,4.0,Med-large,175.0,195.0,195.0,195.0,dupraz/d1 series/dupraz-d1series-193-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-193-uni-2425-base-variant.png
,,,,,,178+,SN-BRD-Dupraz-d1series-178+-uni-2425,780.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-178+-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-178+-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-178+-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,31.7,25.8,30.3,1.3999999999999986,"wide(+25,5cm)",30.8,122.0,"8,7",,50.0,66.0,3.6,Med-large,170.0,195.0,195.0,195.0,dupraz/d1 series/dupraz-d1series-178+-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-178+-uni-2425-base-variant.png
,,,,,,178++,SN-BRD-Dupraz-d1series-178++-uni-2425,780.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-178++-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-178++-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-178++-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,90.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,31.7,25.8,30.3,1.3999999999999986,"wide(+25,5cm)",30.8,122.0,"8,7",,50.0,66.0,3.6,Med-large,170.0,195.0,195.0,195.0,dupraz/d1 series/dupraz-d1series-178++-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-178++-uni-2425-base-variant.png
,,,,,,178x,SN-BRD-Dupraz-d1series-178x-uni-2425,970.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-178x-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-178x-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-178x-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,31.7,25.8,30.3,1.3999999999999986,"wide(+25,5cm)",30.8,122.0,"8,7",,50.0,66.0,3.6,Med-large,170.0,195.0,195.0,195.0,dupraz/d1 series/dupraz-d1series-178x-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-178x-uni-2425-base-variant.png
,,,,,,165,SN-BRD-Dupraz-d1series-165-uni-2425,690.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-165-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-165-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-165-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,31.0,25.6,29.8,1.1999999999999993,"wide(+25,5cm)",30.6,111.5,"7,6",,46.0,62.0,3.2,Med-large,165.0,190.0,190.0,190.0,dupraz/d1 series/dupraz-d1series-165-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-165-uni-2425-base-variant.png
,,,,,,165+,SN-BRD-Dupraz-d1series-165+-uni-2425,690.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-165+-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-165+-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-165+-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,31.0,25.6,29.8,1.1999999999999993,"wide(+25,5cm)",30.6,111.5,"7,6",,46.0,62.0,3.2,Med-large,165.0,190.0,190.0,190.0,dupraz/d1 series/dupraz-d1series-165+-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-165+-uni-2425-base-variant.png
,,,,,,165++,SN-BRD-Dupraz-d1series-165++-uni-2425,690.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-165++-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-165++-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-165++-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,90.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,31.0,25.6,29.8,1.1999999999999993,"wide(+25,5cm)",30.6,111.5,"7,6",,46.0,62.0,3.2,Med-large,165.0,190.0,190.0,190.0,dupraz/d1 series/dupraz-d1series-165++-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-165++-uni-2425-base-variant.png
,,,,,,165x,SN-BRD-Dupraz-d1series-165x-uni-2425,889.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-165x-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-165x-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-165x-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,31.0,25.6,29.8,1.1999999999999993,"wide(+25,5cm)",30.6,111.5,"7,6",,46.0,62.0,3.2,Med-large,165.0,190.0,190.0,190.0,dupraz/d1 series/dupraz-d1series-165x-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-165x-uni-2425-base-variant.png
,,,,,,158,SN-BRD-Dupraz-d1series-158-uni-2425,650.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-158-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-158-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-158-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,30.7,25.6,29.5,1.1999999999999993,"wide(+25,5cm)",30.6,108.0,"6,1",,46.0,62.0,3.1,Med-large,155.0,185.0,185.0,185.0,dupraz/d1 series/dupraz-d1series-158-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-158-uni-2425-base-variant.png
,,,,,,158N,SN-BRD-Dupraz-d1series-158N-uni-2425,650.0,Standard,999999,True,dupraz/d1 series/dupraz-d1series-158n-uni-2425-top-base-variant.png|dupraz/d1 series/dupraz-d1series-158n-uni-2425-detail1-variant.png|dupraz/d1 series/dupraz-d1series-158n-uni-2425-detail2-variant.png,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,29.3,24.2,28.2,1.1000000000000014,"narrow(-24,2cm)",29.2,108.0,"6,1",,46.0,62.0,3.1,Sm-med,155.0,180.0,180.0,180.0,dupraz/d1 series/dupraz-d1series-158n-uni-2425-top-variant.png,dupraz/d1 series/dupraz-d1series-158n-uni-2425-base-variant.png
Hovercraft 2.0,jones-snowboard-hovercraft20,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",jones/hovercraft 2.0/jones-hovercraft20-2425-top-base.png|jones/hovercraft 2.0/jones-hovercraft20-2425-detail1.png|jones/hovercraft 2.0/jones-hovercraft20-2425-detail2.png|jones/hovercraft 2.0/jones-hovercraft20-2425-detail3.png|jones/hovercraft 2.0/jones-hovercraft20-2425-detail4.png|jones/hovercraft 2.0/jones-hovercraft20-2425-detail5.png|jones/hovercraft 2.0/jones-hovercraft20-2425-profile1.png|jones/hovercraft 2.0/jones-hovercraft20-2425-profile2.png,"Collection:2024/2025|Collection:2023/2024|Sport:snowboarding|Product:snowboard|Brand:Jones|Board type:snowboard|terrain:all mountain|Board length(cm):144|Boardwidth:standard|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:intermediate|Riderweight-max(kg):63|boot length-max(cm):30,1|Bindingmount:2x4|sustainability: sustainable|Sustainability:1% for the planet|Sustainability:Bio resin|Sustainability:Sustainable harvested wood|Sustainability:recycled edges|Sustainability:recycled sidewalls|Sustainability:Flax top|Sustainability:Re-Up recycle|Featured:home slider|Warranty(yr):2+1",length(cm),144,SN-BRD-Jones-hovercraft20-144-Black-2425,649.95,Standard,999999,True,,,Jones,2+1,7630463477342.0,,,snowboard,all mountain,camber rocker,directional,flat base,Uni,tapered,,2x4,,ABS,,Biax,Biax,Biax,Sintered,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,29.7,25.1,27.97,1.7300000000000004,standard,30.1,112.9,8.1,0.0,,,,,,,,,jones/hovercraft 2.0/jones-hovercraft20-2425-top.png,jones/hovercraft 2.0/jones-hovercraft20-2425-base.png
,,,,,,148,SN-BRD-Jones-hovercraft20-148-Black-2425,649.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.17,25.5,28.45,1.7200000000000024,standard,30.5,116.1,8.4,0.0,,,,,,,,,jones/hovercraft 2.0/jones-hovercraft20-2425-top.png,jones/hovercraft 2.0/jones-hovercraft20-2425-base.png
,,,,,,152,SN-BRD-Jones-hovercraft20-152-Black-2425,649.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,False,10,100,,,,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,False,Powder,False,,,,All Mountain,False,,,,Resort,False,,,,30.64,25.9,28.93,1.7100000000000009,"wide(+25,5cm)",30.9,119.3,8.7,0.0,,,,,,,,,jones/hovercraft 2.0/jones-hovercraft20-2425-top.png,jones/hovercraft 2.0/jones-hovercraft20-2425-base.png
,,,,,,156,SN-BRD-Jones-hovercraft20-156-Black-2425,649.95,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>","
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,80.0,Resort,True,,,10.0,31.11,26.3,29.42,1.6899999999999977,"wide(+25,5cm)",31.3,122.5,9,0.0,,,,Large,,,,,jones/hovercraft 2.0/jones-hovercraft20-2425-top.png,jones/hovercraft 2.0/jones-hovercraft20-2425-base.png
